Timestamp,Infr,Flows,Nodes,Edges,Time,Inferences,Output,Allocation
20240219-184721,infrDi-Yuan,20,11,84,0.012641943000000001,60172,"{'f19': {'path': [5, 4], 'budgets': (118.9999696969697, 138.99984848484848), 'delay': 118.9999696969697}, 'f18': {'path': [3, 8, 7], 'budgets': (49.99995445344129, 73.99939574898785), 'delay': 24.999977226720645}, 'f17': {'path': [3, 8, 4], 'budgets': (109.99994762557861, 141.9992933310475), 'delay': 54.99997381278931}, 'f16': {'path': [7, 1], 'budgets': (30.99985185185185, 66.99925925925925), 'delay': 30.99985185185185}, 'f15': {'path': [2, 6], 'budgets': (125.99998387096774, 153.99990322580646), 'delay': 125.99998387096774}, 'f14': {'path': [3, 8], 'budgets': (110.99997368421053, 138.99968421052634), 'delay': 110.99997368421053}, 'f13': {'path': [10, 2], 'budgets': (78.99998275862069, 116.99972413793104), 'delay': 78.99998275862069}, 'f12': {'path': [8, 10, 9], 'budgets': (111.999935360817, 131.99900722384922), 'delay': 55.9999676804085}, 'f11': {'path': [1, 2], 'budgets': (38.9999837398374, 64.9998536585366), 'delay': 38.9999837398374}, 'f10': {'path': [9, 11, 8], 'budgets': (76.99986903474904, 106.99863845559847), 'delay': 38.49993451737452}, 'f9': {'path': [9, 11], 'budgets': (61.99997714285714, 83.99961142857143), 'delay': 61.99997714285714}, 'f8': {'path': [4, 6], 'budgets': (33.99993650793651, 57.99955555555556), 'delay': 33.99993650793651}, 'f7': {'path': [1, 10], 'budgets': (78.9999798488665, 100.99981863979849), 'delay': 78.9999798488665}, 'f6': {'path': [11, 9], 'budgets': (81.99997714285715, 103.99979428571429), 'delay': 81.99997714285715}, 'f5': {'path': [6, 3, 1], 'budgets': (83.99993437631085, 113.99938005499713), 'delay': 41.99996718815542}, 'f4': {'path': [3, 5], 'budgets': (46.999890410958905, 80.99868493150684), 'delay': 46.999890410958905}, 'f3': {'path': [9, 10], 'budgets': (32.9999768115942, 52.999605797101445), 'delay': 32.9999768115942}, 'f2': {'path': [10, 8], 'budgets': (57.9999585492228, 77.99933678756477), 'delay': 57.9999585492228}, 'f1': {'path': [9, 10], 'budgets': (73.99997681159421, 101.99960579710145), 'delay': 73.99997681159421}, 'f0': {'path': [9, 11, 6], 'budgets': (66.9999443559719, 98.99931634660422), 'delay': 33.49997217798595}}","{(5, 4): 19, (8, 7): 4, (3, 8): 15, (8, 4): 10, (7, 1): 1, (2, 6): 7, (10, 2): 13, (10, 9): 4, (8, 10): 4, (1, 2): 3, (11, 8): 19, (9, 11): 34, (4, 6): 2, (1, 10): 2, (11, 9): 18, (3, 1): 10, (6, 3): 10, (3, 5): 16, (9, 10): 15, (10, 8): 17, (11, 6): 1}"
20240219-184721,infrDi-Yuan,25,11,84,0.013720106999999999,70480,"{'f24': {'path': [11, 4], 'budgets': (127.9999709090909, 155.99941818181819), 'delay': 127.9999709090909}, 'f23': {'path': [2, 4], 'budgets': (110.9999723183391, 132.9995294117647), 'delay': 110.9999723183391}, 'f22': {'path': [9, 11], 'budgets': (95.99991111111112, 131.99902222222224), 'delay': 95.99991111111112}, 'f21': {'path': [8, 1], 'budgets': (74.99996444444444, 108.99886222222223), 'delay': 74.99996444444444}, 'f20': {'path': [10, 2], 'budgets': (117.99992233009709, 145.99844660194177), 'delay': 117.99992233009709}, 'f19': {'path': [3, 11], 'budgets': (63.99995180722892, 95.9996626506024), 'delay': 63.99995180722892}, 'f18': {'path': [5, 8, 11], 'budgets': (36.99995124882566, 68.99907237348816), 'delay': 18.49997562441283}, 'f17': {'path': [1, 8], 'budgets': (65.99996444444444, 97.99925333333333), 'delay': 65.99996444444444}, 'f16': {'path': [8, 1], 'budgets': (103.99996444444444, 139.99886222222224), 'delay': 103.99996444444444}, 'f15': {'path': [5, 8, 1], 'budgets': (40.999932823891086, 64.9984827755819), 'delay': 20.499966411945543}, 'f14': {'path': [6, 2], 'budgets': (49.99990909090909, 79.99945454545454), 'delay': 49.99990909090909}, 'f13': {'path': [2, 10], 'budgets': (120.99992233009709, 142.9986796116505), 'delay': 120.99992233009709}, 'f12': {'path': [3, 10], 'budgets': (47.999964444444444, 77.99975111111111), 'delay': 47.999964444444444}, 'f11': {'path': [1, 8], 'budgets': (80.99996444444444, 116.99925333333333), 'delay': 80.99996444444444}, 'f10': {'path': [9, 3, 8], 'budgets': (33.99990160583942, 53.99907766423358), 'delay': 16.99995080291971}, 'f9': {'path': [11, 8, 10], 'budgets': (106.99995763278595, 132.99884981660236), 'delay': 53.499978816392975}, 'f8': {'path': [10, 9], 'budgets': (37.99997860962567, 61.99957219251337), 'delay': 37.99997860962567}, 'f7': {'path': [10, 8, 5], 'budgets': (116.99994314285358, 154.99848341043128), 'delay': 58.49997157142679}, 'f6': {'path': [2, 11], 'budgets': (130.99997142857143, 152.9995142857143), 'delay': 130.99997142857143}, 'f5': {'path': [5, 8], 'budgets': (119.99996837944664, 141.99962055335968), 'delay': 119.99996837944664}, 'f4': {'path': [11, 1], 'budgets': (38.9999802955665, 64.99960591133005), 'delay': 38.9999802955665}, 'f3': {'path': [8, 5], 'budgets': (108.99996837944664, 138.9989881422925), 'delay': 108.99996837944664}, 'f2': {'path': [1, 2, 6], 'budgets': (58.999892730990894, 84.99811098717234), 'delay': 29.499946365495447}, 'f1': {'path': [11, 8, 10], 'budgets': (69.99995763278595, 95.99884981660237), 'delay': 34.999978816392975}, 'f0': {'path': [10, 9], 'budgets': (114.99997860962567, 140.99957219251337), 'delay': 114.99997860962567}}","{(11, 4): 19, (2, 4): 13, (9, 11): 14, (8, 1): 46, (10, 2): 7, (3, 11): 9, (8, 11): 3, (5, 8): 22, (1, 8): 8, (6, 2): 10, (2, 10): 4, (3, 10): 8, (3, 8): 9, (9, 3): 9, (8, 10): 22, (11, 8): 22, (10, 9): 23, (8, 5): 13, (10, 8): 2, (2, 11): 9, (11, 1): 2, (2, 6): 11, (1, 2): 11}"
20240219-184721,infrFrance,1,25,90,0.011856521,38980,"{'f0': {'path': ['n02', 'n25', 'n15', 'n14'], 'budgets': (51.99989906643284, 87.99969719929852), 'delay': 17.333299688810946}}","{('n15', 'n14'): 19, ('n25', 'n15'): 19, ('n02', 'n25'): 19}"
20240219-184721,infrFrance,2,25,90,0.010779094999999999,39257,"{'f1': {'path': ['n09', 'n22', 'n24'], 'budgets': (80.99993656710897, 102.99987313421795), 'delay': 40.49996828355449}, 'f0': {'path': ['n01', 'n25', 'n04'], 'budgets': (94.99995214934553, 114.99985644803661), 'delay': 47.499976074672766}}","{('n22', 'n24'): 19, ('n09', 'n22'): 19, ('n25', 'n04'): 13, ('n01', 'n25'): 13}"
20240219-184722,infrFrance,5,25,90,0.011523873,51352,"{'f4': {'path': ['n11', 'n12'], 'budgets': (72.99997771587744, 106.99995543175487), 'delay': 72.99997771587744}, 'f3': {'path': ['n05', 'n06', 'n07', 'n03', 'n09', 'n15', 'n16', 'n12'], 'budgets': (32.99970419050078, 64.99791630615177), 'delay': 4.714243455785826}, 'f2': {'path': ['n24', 'n20', 'n22', 'n15', 'n09', 'n16', 'n17'], 'budgets': (58.99972340117884, 96.99777626036135), 'delay': 9.833287233529807}, 'f1': {'path': ['n19', 'n20', 'n22', 'n15', 'n09', 'n16', 'n17', 'n10', 'n03', 'n07'], 'budgets': (33.999542743712055, 57.99687472590556), 'delay': 3.7777269715235615}, 'f0': {'path': ['n04', 'n06', 'n07', 'n03', 'n09', 'n15', 'n14'], 'budgets': (100.9997256131238, 124.99819960642304), 'delay': 16.8332876021873}}","{('n11', 'n12'): 7, ('n16', 'n12'): 4, ('n15', 'n16'): 4, ('n09', 'n15'): 7, ('n03', 'n09'): 7, ('n07', 'n03'): 7, ('n06', 'n07'): 7, ('n05', 'n06'): 4, ('n16', 'n17'): 26, ('n09', 'n16'): 26, ('n15', 'n09'): 26, ('n22', 'n15'): 26, ('n20', 'n22'): 26, ('n24', 'n20'): 7, ('n03', 'n07'): 19, ('n10', 'n03'): 19, ('n17', 'n10'): 19, ('n19', 'n20'): 19, ('n15', 'n14'): 3, ('n04', 'n06'): 3}"
20240219-184722,infrFrance,10,25,90,0.014915607999999999,71784,"{'f9': {'path': ['n13', 'n15', 'n18'], 'budgets': (109.99987959542125, 139.9990726182545), 'delay': 54.999939797710624}, 'f8': {'path': ['n03', 'n25', 'n15', 'n18', 'n19'], 'budgets': (32.99990594259831, 52.998694935505696), 'delay': 8.249976485649578}, 'f7': {'path': ['n08', 'n06', 'n04', 'n25', 'n15', 'n22'], 'budgets': (92.99982845368346, 120.9982542982297), 'delay': 18.599965690736692}, 'f6': {'path': ['n18', 'n15'], 'budgets': (100.99998086124403, 130.99978947368422), 'delay': 100.99998086124403}, 'f5': {'path': ['n08', 'n06', 'n04', 'n25', 'n15', 'n14'], 'budgets': (53.99984360896296, 73.99858771437876), 'delay': 10.799968721792592}, 'f4': {'path': ['n02', 'n25', 'n15', 'n18', 'n19', 'n20', 'n24', 'n23', 'n22', 'n09', 'n16', 'n12'], 'budgets': (4.999574874041422, 36.99702731961633), 'delay': 0.4545068067310384}, 'f3': {'path': ['n22', 'n15', 'n25', 'n03', 'n09', 'n08', 'n06', 'n05'], 'budgets': (12.999745061539102, 38.99742296958222), 'delay': 1.8571064373627288}, 'f2': {'path': ['n13', 'n15', 'n25', 'n03', 'n09', 'n16', 'n12'], 'budgets': (62.99976685829607, 98.99789737862545), 'delay': 10.499961143049346}, 'f1': {'path': ['n18', 'n15', 'n16'], 'budgets': (45.9999644678014, 83.9994288179465), 'delay': 22.9999822339007}, 'f0': {'path': ['n09', 'n16', 'n15', 'n25', 'n03', 'n07', 'n06'], 'budgets': (101.99987451796197, 127.99859626121786), 'delay': 16.999979086326995}}","{('n15', 'n18'): 30, ('n13', 'n15'): 25, ('n18', 'n19'): 19, ('n25', 'n15'): 49, ('n03', 'n25'): 4, ('n15', 'n22'): 19, ('n04', 'n25'): 30, ('n06', 'n04'): 30, ('n08', 'n06'): 39, ('n18', 'n15'): 25, ('n15', 'n14'): 11, ('n16', 'n12'): 29, ('n09', 'n16'): 43, ('n22', 'n09'): 15, ('n23', 'n22'): 15, ('n24', 'n23'): 15, ('n20', 'n24'): 15, ('n19', 'n20'): 15, ('n02', 'n25'): 15, ('n06', 'n05'): 9, ('n09', 'n08'): 9, ('n03', 'n09'): 23, ('n25', 'n03'): 37, ('n15', 'n25'): 37, ('n22', 'n15'): 9, ('n15', 'n16'): 10, ('n07', 'n06'): 14, ('n03', 'n07'): 14, ('n16', 'n15'): 14}"
20240219-184722,infrFrance,15,25,90,0.015555087,82277,"{'f14': {'path': ['n18', 'n15', 'n22', 'n09', 'n03'], 'budgets': (104.99981997771813, 140.99683621872236), 'delay': 26.249954994429533}, 'f13': {'path': ['n06', 'n05'], 'budgets': (122.99995209580838, 160.9996646706587), 'delay': 122.99995209580838}, 'f12': {'path': ['n24', 'n23', 'n22', 'n15', 'n14'], 'budgets': (99.99991673606029, 123.99900048915897), 'delay': 24.99997918401507}, 'f11': {'path': ['n08', 'n06', 'n07', 'n03', 'n25'], 'budgets': (53.99987967303822, 83.99865247652582), 'delay': 13.499969918259556}, 'f10': {'path': ['n09', 'n16'], 'budgets': (75.9999825708061, 111.9996165577342), 'delay': 75.9999825708061}, 'f9': {'path': ['n14', 'n15', 'n11'], 'budgets': (105.99995524396732, 131.9993717254546), 'delay': 52.99997762198366}, 'f8': {'path': ['n17', 'n16', 'n09', 'n15', 'n22', 'n23'], 'budgets': (39.999896916193066, 67.99831333575364), 'delay': 7.999979383238613}, 'f7': {'path': ['n21', 'n15', 'n22', 'n09', 'n16', 'n10', 'n03', 'n07'], 'budgets': (15.99978363717352, 39.99739374176381), 'delay': 2.2856833767390743}, 'f6': {'path': ['n07', 'n03', 'n09', 'n16', 'n12'], 'budgets': (90.99985480207198, 118.99779740249006), 'delay': 22.749963700517995}, 'f5': {'path': ['n17', 'n16', 'n09', 'n15', 'n22', 'n20', 'n19'], 'budgets': (45.999877147041786, 67.99822297775643), 'delay': 7.666646191173631}, 'f4': {'path': ['n07', 'n08'], 'budgets': (102.99996680497925, 122.99950207468879), 'delay': 102.99996680497925}, 'f3': {'path': ['n07', 'n03', 'n09', 'n16', 'n15', 'n22', 'n23'], 'budgets': (76.9997767771073, 112.9962718024064), 'delay': 12.833296129517883}, 'f2': {'path': ['n07', 'n06'], 'budgets': (122.99998095238095, 146.99971428571428), 'delay': 122.99998095238095}, 'f1': {'path': ['n04', 'n25', 'n15', 'n22', 'n09', 'n16', 'n10'], 'budgets': (13.999839420754185, 43.99776304053997), 'delay': 2.3333065701256976}, 'f0': {'path': ['n16', 'n09', 'n15', 'n13'], 'budgets': (68.9999436848489, 100.99879557647978), 'delay': 22.999981228282966}}","{('n09', 'n03'): 17, ('n22', 'n09'): 45, ('n15', 'n22'): 71, ('n18', 'n15'): 17, ('n06', 'n05'): 7, ('n15', 'n14'): 8, ('n22', 'n15'): 8, ('n23', 'n22'): 8, ('n24', 'n23'): 8, ('n03', 'n25'): 3, ('n07', 'n03'): 26, ('n06', 'n07'): 3, ('n08', 'n06'): 3, ('n09', 'n16'): 66, ('n15', 'n11'): 13, ('n14', 'n15'): 13, ('n22', 'n23'): 23, ('n09', 'n15'): 14, ('n16', 'n09'): 14, ('n17', 'n16'): 11, ('n03', 'n07'): 16, ('n10', 'n03'): 16, ('n16', 'n10'): 28, ('n21', 'n15'): 16, ('n16', 'n12'): 8, ('n03', 'n09'): 23, ('n20', 'n19'): 3, ('n22', 'n20'): 3, ('n07', 'n08'): 3, ('n16', 'n15'): 15, ('n07', 'n06'): 11, ('n25', 'n15'): 12, ('n04', 'n25'): 12, ('n15', 'n13'): 3}"
20240219-184723,infrFrance,20,25,90,0.987065008,9080916,"{'f19': {'path': ['n17', 'n16', 'n15', 'n09', 'n03', 'n25', 'n01'], 'budgets': (47.99981276772375, 67.99577188637247), 'delay': 7.999968794620625}, 'f18': {'path': ['n11', 'n15', 'n09', 'n03', 'n07'], 'budgets': (49.99990824050225, 81.99720534405733), 'delay': 12.499977060125563}, 'f17': {'path': ['n07', 'n06', 'n08', 'n09', 'n22'], 'budgets': (85.99991710219862, 109.99825513413433), 'delay': 21.499979275549656}, 'f16': {'path': ['n24', 'n22'], 'budgets': (89.99994871794871, 123.99928205128205), 'delay': 89.99994871794871}, 'f15': {'path': ['n16', 'n15', 'n09', 'n03', 'n25', 'n04', 'n05'], 'budgets': (37.99979436813483, 59.9952727282448), 'delay': 6.333299061355805}, 'f14': {'path': ['n21', 'n15', 'n09', 'n22', 'n24'], 'budgets': (21.999874932702504, 55.996661859314244), 'delay': 5.499968733175626}, 'f13': {'path': ['n10', 'n12'], 'budgets': (88.99998165137615, 112.99983486238531), 'delay': 88.99998165137615}, 'f12': {'path': ['n01', 'n25', 'n15', 'n09', 'n03', 'n10'], 'budgets': (71.99984881933077, 107.99586861463233), 'delay': 14.399969763866153}, 'f11': {'path': ['n09', 'n15', 'n16', 'n10', 'n03', 'n25', 'n04', 'n05'], 'budgets': (13.999759544592498, 41.99407438025615), 'delay': 1.9999656492274998}, 'f10': {'path': ['n21', 'n15', 'n09', 'n22', 'n24'], 'budgets': (98.9998749327025, 130.99666185931423), 'delay': 24.749968733175624}, 'f9': {'path': ['n08', 'n06', 'n07', 'n03', 'n09', 'n15', 'n25', 'n01'], 'budgets': (31.999834103581083, 65.99572966909986), 'delay': 4.571404871940155}, 'f8': {'path': ['n03', 'n09', 'n15', 'n14'], 'budgets': (25.99983865115564, 63.993655183723675), 'delay': 8.666612883718546}, 'f7': {'path': ['n18', 'n15', 'n25'], 'budgets': (72.99991634617801, 94.99860422793655), 'delay': 36.499958173089006}, 'f6': {'path': ['n08', 'n06', 'n07', 'n03', 'n09', 'n15'], 'budgets': (60.999888382237316, 98.99752869691085), 'delay': 12.199977676447464}, 'f5': {'path': ['n12', 'n16', 'n15', 'n20'], 'budgets': (95.9998943888555, 127.9980648136101), 'delay': 31.999964796285166}, 'f4': {'path': ['n11', 'n15', 'n09', 'n22', 'n20', 'n19'], 'budgets': (40.99984862795732, 66.9966325281067), 'delay': 8.199969725591464}, 'f3': {'path': ['n02', 'n25', 'n15', 'n09', 'n08'], 'budgets': (109.99990171751315, 145.99729774090417), 'delay': 27.49997542937829}, 'f2': {'path': ['n01', 'n25', 'n15', 'n09', 'n22', 'n24'], 'budgets': (34.99983691420886, 68.99588704571248), 'delay': 6.999967382841772}, 'f1': {'path': ['n13', 'n15', 'n09', 'n03', 'n10', 'n17'], 'budgets': (108.99985681655308, 138.99648175967516), 'delay': 21.799971363310615}, 'f0': {'path': ['n05', 'n06', 'n08', 'n09', 'n15', 'n20', 'n24'], 'budgets': (84.99986910865196, 122.99681603322213), 'delay': 14.166644851441994}}","{('n25', 'n01'): 6, ('n03', 'n25'): 33, ('n09', 'n03'): 40, ('n15', 'n09'): 77, ('n16', 'n15'): 28, ('n17', 'n16'): 4, ('n03', 'n07'): 9, ('n11', 'n15'): 18, ('n09', 'n22'): 47, ('n08', 'n09'): 24, ('n06', 'n08'): 24, ('n07', 'n06'): 13, ('n24', 'n22'): 16, ('n04', 'n05'): 29, ('n25', 'n04'): 29, ('n22', 'n24'): 25, ('n21', 'n15'): 22, ('n10', 'n12'): 6, ('n03', 'n10'): 13, ('n25', 'n15'): 11, ('n01', 'n25'): 8, ('n10', 'n03'): 15, ('n16', 'n10'): 15, ('n15', 'n16'): 15, ('n09', 'n15'): 48, ('n15', 'n25'): 18, ('n03', 'n09'): 22, ('n07', 'n03'): 21, ('n06', 'n07'): 21, ('n08', 'n06'): 21, ('n15', 'n14'): 1, ('n18', 'n15'): 16, ('n15', 'n20'): 21, ('n12', 'n16'): 10, ('n20', 'n19'): 9, ('n22', 'n20'): 9, ('n09', 'n08'): 3, ('n02', 'n25'): 3, ('n10', 'n17'): 8, ('n13', 'n15'): 8, ('n20', 'n24'): 11, ('n05', 'n06'): 11}"
20240219-184724,infrFrance,25,25,90,0.193159748,1748464,"{'f24': {'path': ['n20', 'n22', 'n15', 'n11'], 'budgets': (56.99993499358692, 84.99814517988405), 'delay': 18.99997833119564}, 'f23': {'path': ['n07', 'n03', 'n25', 'n15', 'n21'], 'budgets': (85.99985213236788, 121.99538239930696), 'delay': 21.49996303309197}, 'f22': {'path': ['n19', 'n20', 'n22', 'n15', 'n16', 'n11', 'n10', 'n03', 'n25', 'n09', 'n08', 'n06', 'n05'], 'budgets': (41.99947695787544, 61.98900936706171), 'delay': 3.4999564131562866}, 'f21': {'path': ['n12', 'n16'], 'budgets': (123.99996226415094, 159.99977358490568), 'delay': 123.99996226415094}, 'f20': {'path': ['n02', 'n25', 'n15', 'n16', 'n17'], 'budgets': (47.999881308997445, 73.995896216034), 'delay': 11.999970327249361}, 'f19': {'path': ['n20', 'n22', 'n15', 'n16', 'n11', 'n10', 'n03', 'n25', 'n09', 'n08'], 'budgets': (59.99975731679867, 83.99291684462902), 'delay': 6.666639701866519}, 'f18': {'path': ['n09', 'n15', 'n16', 'n11', 'n10', 'n03', 'n25', 'n04', 'n05'], 'budgets': (6.999640995165656, 26.991160371935962), 'delay': 0.874955124395707}, 'f17': {'path': ['n08', 'n09', 'n15', 'n20'], 'budgets': (26.999843619103952, 62.99456651033084), 'delay': 8.999947873034651}, 'f16': {'path': ['n09', 'n15', 'n16', 'n11', 'n10', 'n03', 'n25', 'n02'], 'budgets': (29.99976046166786, 63.99261438473375), 'delay': 4.285680065952552}, 'f15': {'path': ['n02', 'n25', 'n04'], 'budgets': (63.99995812196438, 91.99884900161899), 'delay': 31.99997906098219}, 'f14': {'path': ['n06', 'n08'], 'budgets': (113.99988235294117, 147.9985882352941), 'delay': 113.99988235294117}, 'f13': {'path': ['n07', 'n03', 'n25', 'n15', 'n16', 'n09', 'n08', 'n06', 'n05'], 'budgets': (2.9995554886214695, 32.99039398691397), 'delay': 0.3749444360776837}, 'f12': {'path': ['n10', 'n17'], 'budgets': (40.999973509933774, 68.99920529801324), 'delay': 40.999973509933774}, 'f11': {'path': ['n19', 'n20', 'n22', 'n15', 'n16', 'n11', 'n10', 'n03', 'n25', 'n01'], 'budgets': (62.99969718520018, 100.99133637519056), 'delay': 6.999966353911131}, 'f10': {'path': ['n17', 'n10', 'n16', 'n15', 'n22', 'n09', 'n25', 'n02'], 'budgets': (20.999829286603173, 42.99507214217672), 'delay': 2.9999756123718817}, 'f9': {'path': ['n12', 'n10', 'n16', 'n15', 'n14'], 'budgets': (40.99991650949095, 76.99750350904412), 'delay': 10.249979127372738}, 'f8': {'path': ['n08', 'n09', 'n15', 'n22', 'n23'], 'budgets': (101.99984143752523, 137.99532855434242), 'delay': 25.49996035938131}, 'f7': {'path': ['n16', 'n09'], 'budgets': (49.99995744680851, 87.99846808510638), 'delay': 49.99995744680851}, 'f6': {'path': ['n05', 'n04', 'n25', 'n15', 'n13'], 'budgets': (22.999795493802704, 52.995992913870936), 'delay': 5.749948873450676}, 'f5': {'path': ['n02', 'n25', 'n09'], 'budgets': (124.99996031804281, 148.99893245259938), 'delay': 62.499980159021405}, 'f4': {'path': ['n21', 'n20', 'n22', 'n15', 'n16', 'n11', 'n10', 'n03', 'n25', 'n09', 'n08', 'n06'], 'budgets': (33.999614901938, 69.9906258229572), 'delay': 3.090874081994364}, 'f3': {'path': ['n12', 'n10', 'n16', 'n15', 'n22', 'n09', 'n25', 'n04', 'n06'], 'budgets': (25.999813855290725, 53.99474893495418), 'delay': 3.2499767319113406}, 'f2': {'path': ['n21', 'n20', 'n22', 'n15', 'n14'], 'budgets': (27.999906669771402, 65.99781178465648), 'delay': 6.9999766674428505}, 'f1': {'path': ['n14', 'n15', 'n16', 'n11', 'n10', 'n03', 'n25', 'n04'], 'budgets': (51.999802685432506, 89.99444107254331), 'delay': 7.428543240776072}, 'f0': {'path': ['n22', 'n15', 'n16', 'n11', 'n10', 'n03', 'n07'], 'budgets': (86.99985232450908, 106.99556687917897), 'delay': 14.49997538741818}}","{('n15', 'n11'): 19, ('n22', 'n15'): 55, ('n20', 'n22'): 53, ('n15', 'n21'): 12, ('n25', 'n15'): 53, ('n03', 'n25'): 70, ('n07', 'n03'): 25, ('n06', 'n05'): 19, ('n08', 'n06'): 30, ('n09', 'n08'): 42, ('n25', 'n09'): 48, ('n10', 'n03'): 47, ('n11', 'n10'): 47, ('n16', 'n11'): 47, ('n15', 'n16'): 77, ('n19', 'n20'): 8, ('n12', 'n16'): 17, ('n16', 'n17'): 17, ('n02', 'n25'): 49, ('n04', 'n05'): 3, ('n25', 'n04'): 27, ('n09', 'n15'): 15, ('n15', 'n20'): 2, ('n08', 'n09'): 3, ('n25', 'n02'): 27, ('n06', 'n08'): 7, ('n16', 'n09'): 31, ('n10', 'n17'): 15, ('n25', 'n01'): 2, ('n09', 'n25'): 27, ('n22', 'n09'): 27, ('n15', 'n22'): 28, ('n16', 'n15'): 32, ('n10', 'n16'): 32, ('n17', 'n10'): 18, ('n15', 'n14'): 8, ('n12', 'n10'): 14, ('n22', 'n23'): 1, ('n15', 'n13'): 11, ('n04', 'n25'): 11, ('n05', 'n04'): 11, ('n21', 'n20'): 14, ('n04', 'n06'): 9, ('n14', 'n15'): 2, ('n03', 'n07'): 2}"
20240219-184724,infrGeant,1,22,72,0.010634479999999998,38454,"{'f0': {'path': ['sk1', 'hu1', 'at1'], 'budgets': (106.99996251314491, 142.99992502628982), 'delay': 53.499981256572454}}","{('hu1', 'at1'): 16, ('sk1', 'hu1'): 16}"
20240219-184724,infrGeant,2,22,72,0.010592073,40108,"{'f1': {'path': ['pl1', 'se1', 'de1', 'fr1', 'ch1'], 'budgets': (45.999890625730146, 81.99978125146029), 'delay': 11.499972656432536}, 'f0': {'path': ['hr1', 'hu1', 'sk1'], 'budgets': (34.999906102916555, 60.999812205833116), 'delay': 17.499953051458277}}","{('fr1', 'ch1'): 12, ('de1', 'fr1'): 12, ('se1', 'de1'): 12, ('pl1', 'se1'): 12, ('hu1', 'sk1'): 16, ('hr1', 'hu1'): 16}"
20240219-184724,infrGeant,5,22,72,0.014006509,61360,"{'f4': {'path': ['be1', 'nl1', 'de1', 'it1', 'ch1', 'fr1', 'es1', 'pt1', 'uk1', 'se1', 'pl1', 'cz1', 'sk1'], 'budgets': (34.999675671345926, 66.99746454177219), 'delay': 2.916639639278827}, 'f3': {'path': ['ny1', 'uk1', 'ie1', 'de1', 'it1', 'ch1', 'at1', 'si1'], 'budgets': (57.99974036820251, 81.99863098682114), 'delay': 8.2856771954575}, 'f2': {'path': ['il1', 'nl1', 'de1', 'it1', 'ch1', 'fr1', 'es1', 'pt1', 'uk1', 'se1', 'pl1', 'cz1', 'sk1', 'hu1', 'hr1'], 'budgets': (38.99958435342703, 66.99707927867658), 'delay': 2.7856845966733594}, 'f1': {'path': ['de1', 'it1', 'ch1', 'fr1', 'be1', 'nl1', 'uk1', 'se1', 'pl1', 'cz1', 'sk1', 'hu1', 'at1', 'si1'], 'budgets': (-15.000497293774435, 4.996916308591788), 'delay': 0}, 'f0': {'path': ['fr1', 'de1', 'se1'], 'budgets': (44.99992557022809, 82.99926290516207), 'delay': 22.499962785114047}}","{('cz1', 'sk1'): 27, ('pl1', 'cz1'): 27, ('se1', 'pl1'): 27, ('uk1', 'se1'): 27, ('pt1', 'uk1'): 8, ('es1', 'pt1'): 8, ('fr1', 'es1'): 8, ('ch1', 'fr1'): 27, ('it1', 'ch1'): 40, ('de1', 'it1'): 40, ('nl1', 'de1'): 8, ('be1', 'nl1'): 22, ('at1', 'si1'): 32, ('ch1', 'at1'): 13, ('ie1', 'de1'): 13, ('uk1', 'ie1'): 13, ('ny1', 'uk1'): 13, ('hu1', 'hr1'): 5, ('sk1', 'hu1'): 24, ('il1', 'nl1'): 5, ('hu1', 'at1'): 19, ('nl1', 'uk1'): 19, ('fr1', 'be1'): 19, ('de1', 'se1'): 18, ('fr1', 'de1'): 18}"
