Timestamp,Infr,Flows,Nodes,Edges,Time,Inferences,Output,Allocation
20240219-235044,infrJanos-Us,10,26,84,0.023945977,154113,"{'f9': {'path': ['washingtondc', 'cleveland', 'indianapolis', 'nashville'], 'budgets': (47.999834691437606, 71.99730358175897), 'delay': 15.999944897145868}, 'f8': {'path': ['sanfrancisco', 'losangeles', 'lasvegas', 'elpaso', 'houston', 'dallas', 'nashville', 'atlanta', 'charlotte', 'washingtondc', 'cleveland', 'detroit'], 'budgets': (59.99965495200638, 91.99470168002567), 'delay': 5.454514086546035}, 'f7': {'path': ['cleveland', 'washingtondc', 'charlotte', 'atlanta', 'nashville', 'dallas', 'houston', 'elpaso', 'lasvegas', 'losangeles', 'sanfrancisco', 'seattle'], 'budgets': (76.9996429461167, 98.99438467915522), 'delay': 6.999967540556063}, 'f6': {'path': ['dallas', 'houston', 'elpaso', 'lasvegas', 'losangeles', 'sanfrancisco', 'saltlakecity', 'denver', 'kansascity', 'stlouis'], 'budgets': (1.9996767488541776, 39.99588806475704), 'delay': 0.22218630542824194}, 'f5': {'path': ['stlouis', 'kansascity', 'tulsa', 'dallas', 'houston', 'neworleans', 'miami'], 'budgets': (60.99972134232671, 84.9966959756023), 'delay': 10.166620223721118}, 'f4': {'path': ['denver', 'saltlakecity', 'seattle', 'sanfrancisco', 'losangeles', 'lasvegas', 'elpaso', 'houston', 'dallas', 'nashville', 'atlanta', 'charlotte', 'washingtondc', 'cleveland', 'albany'], 'budgets': (56.99958236798324, 80.99423160007274), 'delay': 4.071398740570231}, 'f3': {'path': ['miami', 'atlanta', 'nashville', 'dallas', 'houston', 'elpaso', 'lasvegas', 'losangeles', 'sanfrancisco', 'saltlakecity', 'denver', 'kansascity', 'tulsa', 'stlouis', 'chicago', 'indianapolis', 'cleveland', 'washingtondc', 'newyork'], 'budgets': (-21.000673461632264, 16.99082992855808), 'delay': 0}, 'f2': {'path': ['stlouis', 'kansascity', 'tulsa', 'dallas', 'houston', 'neworleans', 'atlanta', 'nashville', 'indianapolis', 'chicago', 'detroit', 'cleveland', 'washingtondc', 'newyork', 'boston'], 'budgets': (57.9994355139026, 87.99242910059166), 'delay': 4.142816822421614}, 'f1': {'path': ['minneapolis', 'chicago', 'indianapolis', 'cleveland', 'washingtondc', 'newyork'], 'budgets': (37.99978124287649, 75.99673964643337), 'delay': 7.599956248575298}, 'f0': {'path': ['houston', 'neworleans'], 'budgets': (37.999973509933774, 57.999417218543044), 'delay': 37.999973509933774}}","{('indianapolis', 'nashville'): 16, ('cleveland', 'indianapolis'): 16, ('washingtondc', 'cleveland'): 37, ('cleveland', 'detroit'): 6, ('charlotte', 'washingtondc'): 21, ('atlanta', 'charlotte'): 21, ('nashville', 'atlanta'): 21, ('dallas', 'nashville'): 21, ('houston', 'dallas'): 21, ('elpaso', 'houston'): 21, ('lasvegas', 'elpaso'): 21, ('losangeles', 'lasvegas'): 21, ('sanfrancisco', 'losangeles'): 21, ('sanfrancisco', 'seattle'): 4, ('losangeles', 'sanfrancisco'): 36, ('lasvegas', 'losangeles'): 36, ('elpaso', 'lasvegas'): 36, ('houston', 'elpaso'): 36, ('dallas', 'houston'): 59, ('nashville', 'dallas'): 22, ('atlanta', 'nashville'): 34, ('charlotte', 'atlanta'): 4, ('washingtondc', 'charlotte'): 4, ('cleveland', 'washingtondc'): 39, ('kansascity', 'stlouis'): 14, ('denver', 'kansascity'): 32, ('saltlakecity', 'denver'): 32, ('sanfrancisco', 'saltlakecity'): 32, ('neworleans', 'miami'): 11, ('houston', 'neworleans'): 42, ('tulsa', 'dallas'): 23, ('kansascity', 'tulsa'): 41, ('stlouis', 'kansascity'): 23, ('cleveland', 'albany'): 15, ('seattle', 'sanfrancisco'): 15, ('saltlakecity', 'seattle'): 15, ('denver', 'saltlakecity'): 15, ('washingtondc', 'newyork'): 35, ('indianapolis', 'cleveland'): 23, ('chicago', 'indianapolis'): 23, ('stlouis', 'chicago'): 18, ('tulsa', 'stlouis'): 18, ('miami', 'atlanta'): 18, ('newyork', 'boston'): 12, ('detroit', 'cleveland'): 12, ('chicago', 'detroit'): 12, ('indianapolis', 'chicago'): 12, ('nashville', 'indianapolis'): 12, ('neworleans', 'atlanta'): 12, ('minneapolis', 'chicago'): 5}"
20240220-002044,infrJanos-Us,15,26,84,,,,
20240220-002057,infrJanos-Us,20,26,84,12.35708277,115631876,"{'f19': {'path': ['lasvegas', 'elpaso', 'dallas', 'nashville', 'atlanta', 'charlotte', 'washingtondc'], 'budgets': (41.999653411314235, 61.99042024764249), 'delay': 6.999942235219039}, 'f18': {'path': ['kansascity', 'tulsa', 'dallas', 'elpaso', 'lasvegas', 'saltlakecity'], 'budgets': (77.99981936727224, 113.99493955037138), 'delay': 15.599963873454447}, 'f17': {'path': ['houston', 'elpaso', 'dallas', 'nashville', 'atlanta', 'miami'], 'budgets': (23.99988040989581, 47.99571722383551), 'delay': 4.799976081979162}, 'f16': {'path': ['kansascity', 'tulsa', 'dallas', 'elpaso', 'houston', 'neworleans', 'atlanta', 'nashville', 'charlotte', 'washingtondc', 'cleveland', 'albany', 'boston'], 'budgets': (8.999610576403164, 40.991034911918966), 'delay': 0.749967548033597}, 'f15': {'path': ['lasvegas', 'elpaso', 'dallas', 'nashville', 'atlanta', 'charlotte', 'washingtondc', 'cleveland', 'indianapolis', 'stlouis'], 'budgets': (18.999589332341735, 42.9892799842103), 'delay': 2.1110654813713037}, 'f14': {'path': ['dallas', 'elpaso', 'houston', 'neworleans', 'miami'], 'budgets': (79.99986963940944, 113.99594938832189), 'delay': 19.99996740985236}, 'f13': {'path': ['miami', 'atlanta', 'nashville', 'dallas', 'elpaso', 'lasvegas', 'saltlakecity', 'denver', 'kansascity', 'minneapolis'], 'budgets': (31.99972023478347, 61.993373162879664), 'delay': 3.5555244705314966}, 'f12': {'path': ['charlotte', 'nashville', 'atlanta', 'neworleans', 'houston', 'elpaso', 'dallas', 'tulsa'], 'budgets': (12.999810007101361, 50.99419445805902), 'delay': 1.8571157153001945}, 'f11': {'path': ['neworleans', 'atlanta', 'nashville', 'dallas', 'elpaso', 'lasvegas'], 'budgets': (30.999837368533488, 64.99421944869165), 'delay': 6.199967473706698}, 'f10': {'path': ['neworleans', 'atlanta', 'nashville', 'dallas', 'elpaso', 'lasvegas', 'saltlakecity', 'denver', 'kansascity', 'tulsa', 'stlouis', 'indianapolis', 'cleveland', 'detroit'], 'budgets': (43.99957487988711, 65.99045420987271), 'delay': 3.3845826830682393}, 'f9': {'path': ['denver', 'saltlakecity', 'sanfrancisco', 'losangeles', 'elpaso', 'dallas', 'nashville', 'atlanta', 'charlotte', 'washingtondc', 'cleveland', 'albany', 'boston'], 'budgets': (65.9993915352441, 89.98864672471511), 'delay': 5.499949294603675}, 'f8': {'path': ['kansascity', 'tulsa', 'dallas', 'elpaso', 'houston', 'neworleans', 'atlanta', 'nashville', 'indianapolis'], 'budgets': (9.99977736030872, 47.99355969406824), 'delay': 1.24997217003859}, 'f7': {'path': ['elpaso', 'dallas'], 'budgets': (91.99995530726257, 117.99821229050279), 'delay': 91.99995530726257}, 'f6': {'path': ['washingtondc', 'cleveland', 'indianapolis', 'stlouis'], 'budgets': (24.999935921027497, 58.9988597365678), 'delay': 8.333311973675832}, 'f5': {'path': ['detroit', 'chicago', 'stlouis', 'indianapolis', 'cleveland', 'albany', 'boston'], 'budgets': (57.99978952331538, 91.9975707850949), 'delay': 9.66663158721923}, 'f4': {'path': ['albany', 'cleveland', 'detroit'], 'budgets': (89.99993978590544, 119.99904058876004), 'delay': 44.99996989295272}, 'f3': {'path': ['chicago', 'stlouis', 'indianapolis', 'cleveland', 'albany', 'boston', 'newyork', 'washingtondc', 'charlotte', 'nashville', 'atlanta', 'neworleans', 'houston', 'elpaso', 'losangeles'], 'budgets': (-16.000610128016046, 19.98685553190263), 'delay': 0}, 'f2': {'path': ['atlanta', 'nashville', 'dallas', 'houston'], 'budgets': (98.99993077578857, 132.99744269881867), 'delay': 32.99997692526286}, 'f1': {'path': ['nashville', 'atlanta', 'neworleans', 'houston'], 'budgets': (32.999933588553404, 64.99787883262553), 'delay': 10.999977862851134}, 'f0': {'path': ['nashville', 'atlanta', 'neworleans', 'houston', 'elpaso', 'dallas', 'tulsa', 'stlouis'], 'budgets': (37.99978822030076, 75.99380795455757), 'delay': 5.4285411743286796}}","{('charlotte', 'washingtondc'): 51, ('atlanta', 'charlotte'): 43, ('nashville', 'atlanta'): 76, ('dallas', 'nashville'): 50, ('elpaso', 'dallas'): 65, ('lasvegas', 'elpaso'): 25, ('lasvegas', 'saltlakecity'): 25, ('elpaso', 'lasvegas'): 37, ('dallas', 'elpaso'): 59, ('tulsa', 'dallas'): 26, ('kansascity', 'tulsa'): 36, ('atlanta', 'miami'): 7, ('houston', 'elpaso'): 23, ('albany', 'boston'): 33, ('cleveland', 'albany'): 33, ('washingtondc', 'cleveland'): 46, ('nashville', 'charlotte'): 8, ('atlanta', 'nashville'): 47, ('neworleans', 'atlanta'): 35, ('houston', 'neworleans'): 22, ('elpaso', 'houston'): 22, ('indianapolis', 'stlouis'): 20, ('cleveland', 'indianapolis'): 20, ('neworleans', 'miami'): 9, ('kansascity', 'minneapolis'): 2, ('denver', 'kansascity'): 12, ('saltlakecity', 'denver'): 12, ('nashville', 'dallas'): 34, ('miami', 'atlanta'): 2, ('dallas', 'tulsa'): 12, ('neworleans', 'houston'): 26, ('atlanta', 'neworleans'): 26, ('charlotte', 'nashville'): 11, ('cleveland', 'detroit'): 19, ('indianapolis', 'cleveland'): 17, ('stlouis', 'indianapolis'): 17, ('tulsa', 'stlouis'): 15, ('losangeles', 'elpaso'): 18, ('sanfrancisco', 'losangeles'): 18, ('saltlakecity', 'sanfrancisco'): 18, ('denver', 'saltlakecity'): 18, ('nashville', 'indianapolis'): 5, ('chicago', 'stlouis'): 7, ('detroit', 'chicago'): 3, ('albany', 'cleveland'): 9, ('elpaso', 'losangeles'): 4, ('washingtondc', 'charlotte'): 4, ('newyork', 'washingtondc'): 4, ('boston', 'newyork'): 4, ('dallas', 'houston'): 10}"
20240220-002057,infrJanos-Us,25,26,84,0.02840402,238910,"{'f24': {'path': ['tulsa', 'dallas', 'nashville', 'charlotte'], 'budgets': (28.99989546961605, 62.99680049236633), 'delay': 9.66663182320535}, 'f23': {'path': ['tulsa', 'dallas', 'nashville', 'atlanta', 'charlotte', 'washingtondc', 'cleveland', 'detroit'], 'budgets': (64.99982466544913, 94.99497749487618), 'delay': 9.285689237921304}, 'f22': {'path': ['detroit', 'cleveland', 'washingtondc', 'charlotte', 'atlanta', 'nashville', 'dallas', 'elpaso', 'lasvegas', 'losangeles', 'sanfrancisco'], 'budgets': (0.999741660621531, 20.992939230513823), 'delay': 0.0999741660621531}, 'f21': {'path': ['sanfrancisco', 'saltlakecity', 'lasvegas', 'elpaso', 'dallas', 'nashville', 'atlanta', 'charlotte', 'washingtondc', 'cleveland', 'detroit'], 'budgets': (20.999738973777983, 58.99334735109355), 'delay': 2.099973897377798}, 'f20': {'path': ['dallas', 'nashville', 'atlanta', 'charlotte', 'washingtondc', 'cleveland', 'detroit', 'chicago', 'minneapolis'], 'budgets': (72.9998080582507, 108.99396968286835), 'delay': 9.124976007281337}, 'f19': {'path': ['minneapolis', 'kansascity', 'stlouis', 'chicago', 'indianapolis', 'nashville', 'atlanta', 'charlotte', 'washingtondc', 'cleveland', 'albany', 'boston'], 'budgets': (1.9995301809175046, 25.99167959303153), 'delay': 0.1817754709925004}, 'f18': {'path': ['cleveland', 'detroit', 'chicago', 'indianapolis', 'nashville', 'atlanta', 'neworleans', 'houston', 'elpaso', 'dallas', 'denver', 'saltlakecity', 'seattle'], 'budgets': (28.999615528173404, 64.99138965712214), 'delay': 2.4166346273477837}, 'f17': {'path': ['saltlakecity', 'sanfrancisco', 'losangeles', 'lasvegas', 'elpaso', 'dallas', 'nashville', 'atlanta', 'charlotte', 'washingtondc', 'cleveland', 'detroit', 'chicago', 'indianapolis', 'stlouis', 'kansascity'], 'budgets': (-21.000436367481225, 8.989887505087049), 'delay': 0}, 'f16': {'path': ['indianapolis', 'nashville'], 'budgets': (77.9999652173913, 103.9992347826087), 'delay': 77.9999652173913}, 'f15': {'path': ['boston', 'newyork', 'albany', 'cleveland', 'detroit', 'chicago', 'indianapolis', 'nashville', 'atlanta', 'neworleans', 'houston', 'elpaso', 'dallas', 'tulsa'], 'budgets': (68.99964031050816, 90.99219401077153), 'delay': 5.307664639269858}, 'f14': {'path': ['tulsa', 'dallas', 'nashville', 'atlanta', 'charlotte', 'washingtondc', 'cleveland', 'detroit', 'chicago', 'indianapolis', 'stlouis', 'kansascity', 'denver', 'saltlakecity', 'sanfrancisco', 'losangeles'], 'budgets': (50.999494349768845, 78.98913210208114), 'delay': 3.3999662899845897}, 'f13': {'path': ['detroit', 'cleveland', 'albany'], 'budgets': (91.999950320392, 125.99837421786656), 'delay': 45.999975160196}, 'f12': {'path': ['losangeles', 'lasvegas', 'elpaso', 'dallas'], 'budgets': (96.99992114662348, 122.99859885260764), 'delay': 32.333307048874495}, 'f11': {'path': ['lasvegas', 'elpaso', 'dallas', 'nashville', 'atlanta', 'charlotte', 'washingtondc', 'newyork'], 'budgets': (12.999785168776103, 38.994069856411606), 'delay': 1.8571121669680148}, 'f10': {'path': ['saltlakecity', 'lasvegas'], 'budgets': (101.99997153024911, 135.99954448398577), 'delay': 101.99997153024911}, 'f9': {'path': ['denver', 'dallas', 'nashville'], 'budgets': (120.99994963759728, 142.9984971061208), 'delay': 60.49997481879864}, 'f8': {'path': ['kansascity', 'stlouis', 'chicago', 'indianapolis', 'nashville', 'atlanta', 'neworleans', 'houston', 'elpaso', 'dallas', 'denver', 'saltlakecity', 'seattle'], 'budgets': (-22.000493469042798, 9.990721757119534), 'delay': 0}, 'f7': {'path': ['chicago', 'indianapolis', 'nashville', 'atlanta', 'neworleans', 'houston', 'elpaso', 'dallas', 'denver'], 'budgets': (19.999785058979352, 39.99486671263121), 'delay': 2.499973132372419}, 'f6': {'path': ['detroit', 'cleveland', 'washingtondc', 'charlotte'], 'budgets': (96.99993574977744, 118.99811162120396), 'delay': 32.33331191659248}, 'f5': {'path': ['minneapolis', 'kansascity', 'stlouis'], 'budgets': (86.9999024353969, 120.99897348949618), 'delay': 43.49995121769845}, 'f4': {'path': ['cleveland', 'detroit', 'chicago'], 'budgets': (51.99995325079494, 89.99848745010486), 'delay': 25.99997662539747}, 'f3': {'path': ['lasvegas', 'elpaso', 'dallas', 'denver'], 'budgets': (78.99992645115162, 112.99823332239595), 'delay': 26.33330881705054}, 'f2': {'path': ['newyork', 'boston'], 'budgets': (79.99997759103641, 113.99986554621849), 'delay': 79.99997759103641}, 'f1': {'path': ['neworleans', 'atlanta', 'nashville', 'dallas', 'elpaso', 'lasvegas', 'losangeles', 'sanfrancisco', 'saltlakecity', 'denver', 'kansascity', 'stlouis'], 'budgets': (34.999596569242726, 70.99218086193513), 'delay': 3.181781506294793}, 'f0': {'path': ['cleveland', 'detroit', 'chicago', 'indianapolis', 'nashville', 'atlanta', 'miami'], 'budgets': (87.99979664499041, 109.9937700232619), 'delay': 14.666632774165068}}","{('nashville', 'charlotte'): 2, ('dallas', 'nashville'): 52, ('tulsa', 'dallas'): 12, ('cleveland', 'detroit'): 81, ('washingtondc', 'cleveland'): 54, ('charlotte', 'washingtondc'): 59, ('atlanta', 'charlotte'): 59, ('nashville', 'atlanta'): 93, ('losangeles', 'sanfrancisco'): 28, ('lasvegas', 'losangeles'): 28, ('elpaso', 'lasvegas'): 28, ('dallas', 'elpaso'): 28, ('nashville', 'dallas'): 28, ('atlanta', 'nashville'): 28, ('charlotte', 'atlanta'): 17, ('washingtondc', 'charlotte'): 20, ('cleveland', 'washingtondc'): 20, ('detroit', 'cleveland'): 23, ('elpaso', 'dallas'): 58, ('lasvegas', 'elpaso'): 31, ('saltlakecity', 'lasvegas'): 35, ('sanfrancisco', 'saltlakecity'): 27, ('chicago', 'minneapolis'): 8, ('detroit', 'chicago'): 64, ('albany', 'boston'): 18, ('cleveland', 'albany'): 21, ('indianapolis', 'nashville'): 53, ('chicago', 'indianapolis'): 63, ('stlouis', 'chicago'): 20, ('kansascity', 'stlouis'): 33, ('minneapolis', 'kansascity'): 20, ('saltlakecity', 'seattle'): 19, ('denver', 'saltlakecity'): 28, ('dallas', 'denver'): 27, ('houston', 'elpaso'): 27, ('neworleans', 'houston'): 27, ('atlanta', 'neworleans'): 27, ('stlouis', 'kansascity'): 11, ('indianapolis', 'stlouis'): 11, ('losangeles', 'lasvegas'): 4, ('sanfrancisco', 'losangeles'): 11, ('saltlakecity', 'sanfrancisco'): 11, ('dallas', 'tulsa'): 6, ('albany', 'cleveland'): 6, ('newyork', 'albany'): 6, ('boston', 'newyork'): 6, ('kansascity', 'denver'): 9, ('washingtondc', 'newyork'): 5, ('denver', 'dallas'): 9, ('newyork', 'boston'): 17, ('denver', 'kansascity'): 11, ('saltlakecity', 'denver'): 11, ('neworleans', 'atlanta'): 11, ('atlanta', 'miami'): 7}"
20240220-002057,infrNewyork,1,16,98,0.010414004,38100,"{'f0': {'path': ['n1', 'n6'], 'budgets': (46.999957671957674, 66.99987301587302), 'delay': 46.999957671957674}}","{('n1', 'n6'): 9}"
20240220-002058,infrNewyork,2,16,98,0.010554559,40355,"{'f1': {'path': ['n3', 'n8', 'n1', 'n5'], 'budgets': (32.999941448277774, 52.99982434483332), 'delay': 10.999980482759257}, 'f0': {'path': ['n11', 'n4', 'n7', 'n15'], 'budgets': (60.999920189608005, 84.99984037921601), 'delay': 20.333306729869335}}","{('n1', 'n5'): 17, ('n8', 'n1'): 17, ('n3', 'n8'): 17, ('n7', 'n15'): 6, ('n4', 'n7'): 6, ('n11', 'n4'): 6}"
20240220-002058,infrNewyork,5,16,98,0.01061572,40277,"{'f4': {'path': ['n9', 'n7', 'n6'], 'budgets': (117.99989972521666, 143.99959890086663), 'delay': 58.99994986260833}, 'f3': {'path': ['n9', 'n7', 'n8'], 'budgets': (111.9999503222976, 139.99980128919037), 'delay': 55.9999751611488}, 'f2': {'path': ['n3', 'n8'], 'budgets': (52.99997507788162, 90.99992523364487), 'delay': 52.99997507788162}, 'f1': {'path': ['n5', 'n1'], 'budgets': (55.99994871794872, 75.99989743589742), 'delay': 55.99994871794872}, 'f0': {'path': ['n1', 'n12'], 'budgets': (69.9999696969697, 95.99987878787879), 'delay': 69.9999696969697}}","{('n7', 'n6'): 4, ('n9', 'n7'): 5, ('n7', 'n8'): 1, ('n3', 'n8'): 3, ('n5', 'n1'): 2, ('n1', 'n12'): 16}"
20240220-002058,infrNewyork,10,16,98,0.013240031,57079,"{'f9': {'path': ['n14', 'n15', 'n2', 'n6', 'n1', 'n7', 'n8', 'n4', 'n11'], 'budgets': (6.999840057992133, 30.998480030011688), 'delay': 0.8749800072490166}, 'f8': {'path': ['n13', 'n15', 'n2', 'n6', 'n1', 'n7', 'n8', 'n4', 'n11'], 'budgets': (9.999838962647347, 35.998534996404516), 'delay': 1.2499798703309184}, 'f7': {'path': ['n10', 'n11'], 'budgets': (43.999968992248064, 69.99987596899224), 'delay': 43.999968992248064}, 'f6': {'path': ['n9', 'n10'], 'budgets': (40.99997003745318, 62.99988014981273), 'delay': 40.99997003745318}, 'f5': {'path': ['n6', 'n1', 'n7', 'n4'], 'budgets': (49.9999305272902, 73.99907496287001), 'delay': 16.666643509096733}, 'f4': {'path': ['n3', 'n7', 'n8', 'n1', 'n5'], 'budgets': (61.99990369500676, 89.99903991570656), 'delay': 15.49997592375169}, 'f3': {'path': ['n1', 'n7', 'n3'], 'budgets': (88.99994081642976, 124.99910111791188), 'delay': 44.49997040821488}, 'f2': {'path': ['n15', 'n5'], 'budgets': (38.999963133640556, 64.99970506912443), 'delay': 38.999963133640556}, 'f1': {'path': ['n8', 'n7', 'n14'], 'budgets': (128.99985840248962, 148.99765923236515), 'delay': 64.49992920124481}, 'f0': {'path': ['n9', 'n7', 'n8'], 'budgets': (95.9999258485328, 123.99948762649632), 'delay': 47.9999629242664}}","{('n4', 'n11'): 22, ('n8', 'n4'): 22, ('n7', 'n8'): 40, ('n1', 'n7'): 33, ('n6', 'n1'): 29, ('n2', 'n6'): 22, ('n15', 'n2'): 22, ('n14', 'n15'): 19, ('n13', 'n15'): 3, ('n10', 'n11'): 7, ('n9', 'n10'): 1, ('n7', 'n4'): 7, ('n1', 'n5'): 16, ('n8', 'n1'): 16, ('n3', 'n7'): 16, ('n7', 'n3'): 4, ('n15', 'n5'): 10, ('n7', 'n14'): 12, ('n8', 'n7'): 12, ('n9', 'n7'): 2}"
20240220-002058,infrNewyork,15,16,98,0.014306318,71248,"{'f14': {'path': ['n6', 'n7'], 'budgets': (126.99995209580838, 154.99961676646708), 'delay': 126.99995209580838}, 'f13': {'path': ['n14', 'n15', 'n10', 'n7', 'n3'], 'budgets': (40.999914363990946, 62.998836677631246), 'delay': 10.249978590997737}, 'f12': {'path': ['n12', 'n13', 'n1', 'n7', 'n10'], 'budgets': (58.99985107342885, 92.99759697152415), 'delay': 14.749962768357213}, 'f11': {'path': ['n7', 'n10'], 'budgets': (67.99996610169491, 101.99922033898305), 'delay': 67.99996610169491}, 'f10': {'path': ['n13', 'n1', 'n7', 'n14', 'n16'], 'budgets': (41.999848319082034, 71.99779394239262), 'delay': 10.499962079770508}, 'f9': {'path': ['n15', 'n14', 'n7', 'n1', 'n13', 'n12', 'n2', 'n6', 'n8', 'n3', 'n11'], 'budgets': (-1.0002802697902398, 28.996172776129036), 'delay': 0}, 'f8': {'path': ['n5', 'n15', 'n10'], 'budgets': (90.99996637113493, 128.99977112610824), 'delay': 45.499983185567466}, 'f7': {'path': ['n4', 'n9', 'n7', 'n6'], 'budgets': (98.99986175137022, 120.99856483261597), 'delay': 32.999953917123406}, 'f6': {'path': ['n12', 'n15'], 'budgets': (64.99992920353982, 102.99907964601769), 'delay': 64.99992920353982}, 'f5': {'path': ['n3', 'n7', 'n13'], 'budgets': (34.999944098303914, 68.99899203876774), 'delay': 17.499972049151957}, 'f4': {'path': ['n2', 'n13', 'n7'], 'budgets': (60.99994361444713, 94.99917570537438), 'delay': 30.499971807223567}, 'f3': {'path': ['n12', 'n13'], 'budgets': (66.99998177676538, 104.9997630979499), 'delay': 66.99998177676538}, 'f2': {'path': ['n12', 'n13', 'n1', 'n8'], 'budgets': (93.99993691402028, 121.99905188226361), 'delay': 31.333312304673427}, 'f1': {'path': ['n4', 'n10'], 'budgets': (111.99990476190476, 133.99942857142858), 'delay': 111.99990476190476}, 'f0': {'path': ['n16', 'n14', 'n15', 'n1'], 'budgets': (35.99991365758677, 63.9992363040521), 'delay': 11.999971219195588}}","{('n6', 'n7'): 10, ('n7', 'n3'): 8, ('n10', 'n7'): 8, ('n15', 'n10'): 26, ('n14', 'n15'): 21, ('n7', 'n10'): 32, ('n1', 'n7'): 28, ('n13', 'n1'): 37, ('n12', 'n13'): 44, ('n14', 'n16'): 12, ('n7', 'n14'): 12, ('n3', 'n11'): 15, ('n8', 'n3'): 15, ('n6', 'n8'): 15, ('n2', 'n6'): 15, ('n12', 'n2'): 15, ('n13', 'n12'): 15, ('n1', 'n13'): 15, ('n7', 'n1'): 15, ('n14', 'n7'): 15, ('n15', 'n14'): 15, ('n5', 'n15'): 18, ('n7', 'n6'): 10, ('n9', 'n7'): 10, ('n4', 'n9'): 10, ('n12', 'n15'): 5, ('n7', 'n13'): 12, ('n3', 'n7'): 12, ('n13', 'n7'): 3, ('n2', 'n13'): 3, ('n1', 'n8'): 9, ('n4', 'n10'): 15, ('n15', 'n1'): 13, ('n16', 'n14'): 13}"
20240220-002059,infrNewyork,20,16,98,0.014176990000000002,73079,"{'f19': {'path': ['n4', 'n8'], 'budgets': (49.999968, 79.99974399999999), 'delay': 49.999968}, 'f18': {'path': ['n15', 'n7', 'n3'], 'budgets': (90.99996707763177, 116.99924197263245), 'delay': 45.49998353881588}, 'f17': {'path': ['n7', 'n8', 'n4', 'n11'], 'budgets': (68.99992015255515, 88.9988352073693), 'delay': 22.99997338418505}, 'f16': {'path': ['n7', 'n1'], 'budgets': (32.99998329853862, 68.99951565762004), 'delay': 32.99998329853862}, 'f15': {'path': ['n1', 'n5', 'n15', 'n7', 'n8', 'n4', 'n11'], 'budgets': (94.99981539376144, 128.99768666324573), 'delay': 15.833302565626907}, 'f14': {'path': ['n6', 'n2', 'n1', 'n5', 'n15', 'n10'], 'budgets': (91.99984355237228, 119.99836947070159), 'delay': 18.399968710474457}, 'f13': {'path': ['n7', 'n10'], 'budgets': (104.99996680497925, 126.99903734439835), 'delay': 104.99996680497925}, 'f12': {'path': ['n14', 'n9'], 'budgets': (75.9999512195122, 97.9998536585366), 'delay': 75.9999512195122}, 'f11': {'path': ['n10', 'n15'], 'budgets': (56.99997523219814, 80.99967801857585), 'delay': 56.99997523219814}, 'f10': {'path': ['n10', 'n7', 'n12'], 'budgets': (41.999941327272246, 75.9988296112271), 'delay': 20.999970663636123}, 'f9': {'path': ['n15', 'n7'], 'budgets': (128.99998360655738, 154.9997213114754), 'delay': 128.99998360655738}, 'f8': {'path': ['n9', 'n7', 'n1'], 'budgets': (93.99995090987466, 115.99915938231639), 'delay': 46.99997545493733}, 'f7': {'path': ['n11', 'n3'], 'budgets': (122.99995721925134, 152.9994010695187), 'delay': 122.99995721925134}, 'f6': {'path': ['n11', 'n10', 'n7', 'n1'], 'budgets': (46.99992888335873, 84.99878704012222), 'delay': 15.666642961119576}, 'f5': {'path': ['n9', 'n7', 'n8'], 'budgets': (72.99995018214213, 98.99913827807326), 'delay': 36.499975091071065}, 'f4': {'path': ['n1', 'n8'], 'budgets': (28.999938461538463, 64.99889230769232), 'delay': 28.999938461538463}, 'f3': {'path': ['n15', 'n7', 'n6'], 'budgets': (124.9999654247392, 148.99919403874813), 'delay': 62.4999827123696}, 'f2': {'path': ['n6', 'n2', 'n13'], 'budgets': (63.999953814083774, 87.99964315028336), 'delay': 31.999976907041887}, 'f1': {'path': ['n11', 'n9'], 'budgets': (54.999968992248064, 88.99956589147287), 'delay': 54.999968992248064}, 'f0': {'path': ['n5', 'n1'], 'budgets': (108.99998370672098, 144.9998696537678), 'delay': 108.99998370672098}}","{('n4', 'n8'): 17, ('n7', 'n3'): 6, ('n15', 'n7'): 51, ('n4', 'n11'): 11, ('n8', 'n4'): 11, ('n7', 'n8'): 13, ('n7', 'n1'): 52, ('n5', 'n15'): 14, ('n1', 'n5'): 14, ('n15', 'n10'): 5, ('n2', 'n1'): 5, ('n6', 'n2'): 7, ('n7', 'n10'): 12, ('n14', 'n9'): 9, ('n10', 'n15'): 11, ('n7', 'n12'): 9, ('n10', 'n7'): 26, ('n9', 'n7'): 18, ('n11', 'n3'): 2, ('n11', 'n10'): 17, ('n1', 'n8'): 19, ('n7', 'n6'): 19, ('n2', 'n13'): 2, ('n11', 'n9'): 18, ('n5', 'n1'): 13}"
